order_id,customer_id,order_date,product_id,product_name,category,quantity,unit_price,total_amount,payment_method,shipping_country,customer_email,order_status,processing_time_hours
ORD196,CUST8934,2024-06-06,PROD501,Standing Desk,Furniture,1,399.99,399.99,credit_card,Spain,carlos.martin@email.com,completed,80
ORD197,CUST9102,2024-06-10,PROD445,Laptop Stand,Electronics,1,55.00,55.00,paypal,Spain,laura.sanchez@email.com,completed,28
ORD198,CUST5632,2024-06-14,PROD789,Ergonomic Mouse,Electronics,2,39.99,79.98,credit_card,Italy,giuseppe.rossi@email.com,completed,22
ORD199,CUST1523,2024-06-18,PROD901,Notebook Set,Stationery,4,8.99,35.96,debit_card,Spain,juan.garcia@email.com,completed,14
ORD200,CUST2891,2024-06-22,PROD189,Office Chair,Furniture,1,189.50,189.50,paypal,Spain,maria.lopez@email.com,completed,68
ORD201,,2024-06-26,PROD678,Mechanical Keyboard,Electronics,1,129.99,129.99,credit_card,Netherlands,,completed,26
ORD202,CUST7821,2024-06-30,PROD312,USB-C Cable,Electronics,5,12.99,64.95,debit_card,Germany,hans.mueller@email.com,completed,18
ORD203,CUST4521,2024-07-05,PROD567,Desk Organizer,Stationery,1,24.99,24.99,credit_card,Portugal,ana.silva@email.com,completed,20
ORD204,CUST3344,2024-07-09,PROD089,Desk Lamp,Furniture,2,45.00,90.00,bank_transfer,France,pierre.dubois@email.com,completed,36
ORD205,CUST8934,2024-07-13,PROD245,Wireless Mouse,Electronics,1,29.99,29.99,paypal,Spain,carlos.martin@email.com,completed,22
ORD206,CUST9102,2024-07-17,PROD501,Standing Desk,Furniture,1,399.99,399.99,credit_card,Spain,laura.sanchez@email.com,completed,76
ORD207,CUST5632,2024-07-21,PROD445,Laptop Stand,Electronics,2,55.00,110.00,debit_card,Italy,giuseppe.rossi@email.com,completed,28
ORD208,CUST1523,2024-07-25,PROD789,Ergonomic Mouse,Electronics,1,39.99,39.99,credit_card,Spain,juan.garcia@email.com,completed,24
ORD209,CUST2891,2024-07-29,PROD901,Notebook Set,Stationery,5,8.99,44.95,paypal,Spain,maria.lopez@email.com,completed,16
ORD210,CUST7821,2024-08-03,PROD189,Office Chair,Furniture,1,189.50,189.50,credit_card,Germany,hans.mueller@email.com,completed,64
ORD211,CUST4521,2024-08-07,PROD678,Mechanical Keyboard,Electronics,1,129.99,129.99,debit_card,Portugal,ana.silva@email.com,completed,28
ORD212,CUST3344,2024-08-11,PROD312,USB-C Cable,Electronics,6,12.99,77.94,bank_transfer,France,pierre.dubois@email.com,completed,18
ORD213,CUST8934,2024-08-15,PROD567,Desk Organizer,Stationery,2,24.99,49.98,credit_card,Spain,carlos.martin@email.com,completed,20
ORD214,CUST9102,2024-08-19,PROD089,Desk Lamp,Furniture,1,45.00,45.00,paypal,Spain,laura.sanchez@email.com,completed,34
ORD215,CUST5632,2024-08-23,PROD245,Wireless Mouse,Electronics,2,29.99,59.98,credit_card,Italy,giuseppe.rossi@email.com,completed,24
ORD216,CUST1523,2024-08-27,PROD501,Standing Desk,Furniture,1,399.99,399.99,debit_card,Spain,juan.garcia@email.com,shipped,52
ORD217,CUST2891,2024-08-31,PROD445,Laptop Stand,Electronics,1,55.00,55.00,paypal,Spain,maria.lopez@email.com,completed,26
ORD218,CUST7821,2024-09-05,PROD789,Ergonomic Mouse,Electronics,2,39.99,79.98,credit_card,Germany,hans.mueller@email.com,completed,22
ORD219,CUST4521,2024-09-09,PROD901,Notebook Set,Stationery,3,8.99,26.97,debit_card,Portugal,ana.silva@email.com,completed,14
ORD220,CUST3344,2024-09-13,PROD189,Office Chair,Furniture,1,189.50,189.50,bank_transfer,France,pierre.dubois@email.com,completed,68
ORD221,CUST8934,2024-09-17,PROD678,Mechanical Keyboard,Electronics,1,129.99,129.99,credit_card,Spain,carlos.martin@email.com,completed,26
ORD222,CUST9102,2024-09-21,PROD312,USB-C Cable,Electronics,8,12.99,103.92,paypal,Spain,laura.sanchez@email.com,completed,18
ORD223,CUST5632,2024-09-25,PROD567,Desk Organizer,Stationery,1,24.99,24.99,credit_card,Italy,giuseppe.rossi@email.com,completed,20
ORD224,CUST1523,2024-09-29,PROD089,Desk Lamp,Furniture,2,45.00,90.00,debit_card,Spain,juan.garcia@email.com,completed,36
ORD225,CUST2891,2024-10-04,PROD245,Wireless Mouse,Electronics,1,29.99,29.99,paypal,Spain,maria.lopez@email.com,completed,22
ORD226,CUST7821,2024-10-08,PROD501,Standing Desk,Furniture,1,399.99,399.99,credit_card,Germany,hans.mueller@email.com,completed,72
ORD227,CUST4521,2024-10-12,PROD445,Laptop Stand,Electronics,2,55.00,110.00,debit_card,Portugal,ana.silva@email.com,completed,28
ORD228,CUST3344,2024-10-16,PROD789,Ergonomic Mouse,Electronics,1,39.99,39.99,bank_transfer,France,pierre.dubois@email.com,completed,24
ORD229,CUST8934,2024-10-20,PROD901,Notebook Set,Stationery,4,8.99,35.96,credit_card,Spain,carlos.martin@email.com,completed,16
ORD230,CUST9102,2024-10-24,PROD189,Office Chair,Furniture,1,189.50,189.50,paypal,Spain,laura.sanchez@email.com,completed,64
ORD231,CUST5632,2024-10-28,PROD678,Mechanical Keyboard,Electronics,1,129.99,129.99,credit_card,Italy,giuseppe.rossi@email.com,completed,28
ORD232,CUST1523,2024-11-02,PROD312,USB-C Cable,Electronics,5,12.99,64.95,debit_card,Spain,juan.garcia@email.com,completed,18
ORD233,CUST2891,2024-11-06,PROD567,Desk Organizer,Stationery,2,24.99,49.98,paypal,Spain,maria.lopez@email.com,completed,20
ORD234,CUST7821,2024-11-10,PROD089,Desk Lamp,Furniture,1,45.00,45.00,credit_card,Germany,hans.mueller@email.com,completed,32
ORD235,CUST4521,2024-11-14,PROD245,Wireless Mouse,Electronics,3,29.99,89.97,debit_card,Portugal,ana.silva@email.com,completed,24
ORD236,CUST3344,2024-11-18,PROD501,Standing Desk,Furniture,1,399.99,399.99,bank_transfer,France,pierre.dubois@email.com,completed,80
ORD237,CUST8934,2024-11-22,PROD445,Laptop Stand,Electronics,1,55.00,55.00,credit_card,Spain,carlos.martin@email.com,completed,26
ORD238,CUST9102,2024-11-25,PROD789,Ergonomic Mouse,Electronics,2,39.99,79.98,paypal,Spain,laura.sanchez@email.com,completed,22
ORD239,CUST5632,2024-11-27,PROD901,Notebook Set,Stationery,3,8.99,26.97,credit_card,Italy,giuseppe.rossi@email.com,completed,14
ORD240,CUST1523,2024-11-30,PROD189,Office Chair,Furniture,1,189.50,189.50,debit_card,Spain,juan.garcia@email.com,pending,0
ORD241,CUST2891,2024-12-04,PROD678,Mechanical Keyboard,Electronics,1,129.99,129.99,paypal,Spain,maria.lopez@email.com,completed,26
ORD242,CUST7821,2024-12-07,PROD312,USB-C Cable,Electronics,7,12.99,90.93,credit_card,Germany,hans.mueller@email.com,completed,18
ORD243,CUST4521,2024-12-09,PROD567,Desk Organizer,Stationery,1,24.99,24.99,debit_card,Portugal,ana.silva@email.com,completed,20
ORD244,CUST3344,2024-12-12,PROD089,Desk Lamp,Furniture,2,45.00,90.00,bank_transfer,France,pierre.dubois@email.com,completed,36
ORD245,CUST8934,2024-12-15,PROD245,Wireless Mouse,Electronics,1,29.99,29.99,credit_card,Spain,carlos.martin@email.com,completed,22
ORD246,CUST9102,2024-12-17,PROD501,Standing Desk,Furniture,1,399.99,399.99,paypal,Spain,laura.sanchez@email.com,completed,76
ORD247,CUST5632,2024-12-20,PROD445,Laptop Stand,Electronics,2,55.00,110.00,credit_card,Italy,giuseppe.rossi@email.com,completed,28
ORD248,CUST1523,2024-12-23,PROD789,Ergonomic Mouse,Electronics,1,39.99,39.99,debit_card,Spain,juan.garcia@email.com,completed,24
ORD249,,2024-12-26,PROD901,Notebook Set,Stationery,5,8.99,44.95,paypal,Belgium,,completed,16
ORD250,CUST2891,2024-12-29,PROD189,Office Chair,Furniture,1,189.50,189.50,credit_card,Spain,maria.lopez@email.com,completed,68
ORD251,CUST7821,2024-01-13,PROD245,Wireless Mouse,Electronics,2,29.99,59.98,debit_card,Germany,hans.mueller@email.com,completed,24
ORD252,CUST4521,2024-01-17,PROD678,Mechanical Keyboard,Electronics,1,129.99,129.99,credit_card,Portugal,ana.silva@email.com,completed,28
ORD253,CUST3344,2024-01-21,PROD312,USB-C Cable,Electronics,4,12.99,51.96,bank_transfer,France,pierre.dubois@email.com,completed,18
ORD254,CUST8934,2024-01-26,PROD567,Desk Organizer,Stationery,2,24.99,49.98,paypal,Spain,carlos.martin@email.com,completed,20
ORD255,CUST9102,2024-01-31,PROD089,Desk Lamp,Furniture,1,45.00,45.00,credit_card,Spain,laura.sanchez@email.com,completed,34
ORD256,CUST5632,2024-02-06,PROD501,Standing Desk,Furniture,1,399.99,399.99,debit_card,Italy,giuseppe.rossi@email.com,completed,72
ORD257,CUST1523,2024-02-09,PROD445,Laptop Stand,Electronics,1,55.00,55.00,credit_card,Spain,juan.garcia@email.com,completed,26
ORD258,CUST2891,2024-02-13,PROD789,Ergonomic Mouse,Electronics,2,39.99,79.98,paypal,Spain,maria.lopez@email.com,completed,22
ORD259,CUST7821,2024-02-16,PROD901,Notebook Set,Stationery,3,8.99,26.97,debit_card,Germany,hans.mueller@email.com,completed,14
ORD260,CUST4521,2024-02-22,PROD189,Office Chair,Furniture,1,189.50,189.50,credit_card,Portugal,ana.silva@email.com,completed,64
ORD261,CUST3344,2024-02-27,PROD678,Mechanical Keyboard,Electronics,1,129.99,129.99,bank_transfer,France,pierre.dubois@email.com,completed,26
ORD262,CUST8934,2024-03-02,PROD312,USB-C Cable,Electronics,6,12.99,77.94,paypal,Spain,carlos.martin@email.com,completed,18
ORD263,CUST9102,2024-03-06,PROD567,Desk Organizer,Stationery,1,24.99,24.99,credit_card,Spain,laura.sanchez@email.com,completed,20
ORD264,CUST5632,2024-03-10,PROD089,Desk Lamp,Furniture,2,45.00,90.00,debit_card,Italy,giuseppe.rossi@email.com,completed,36
ORD265,CUST1523,2024-03-14,PROD245,Wireless Mouse,Electronics,1,29.99,29.99,credit_card,Spain,juan.garcia@email.com,completed,22
ORD266,CUST2891,2024-03-18,PROD501,Standing Desk,Furniture,1,399.99,399.99,paypal,Spain,maria.lopez@email.com,completed,80
ORD267,CUST7821,2024-03-22,PROD445,Laptop Stand,Electronics,2,55.00,110.00,debit_card,Germany,hans.mueller@email.com,completed,28
ORD268,CUST4521,2024-03-26,PROD789,Ergonomic Mouse,Electronics,1,39.99,39.99,credit_card,Portugal,ana.silva@email.com,completed,24
ORD269,CUST3344,2024-03-30,PROD901,Notebook Set,Stationery,4,8.99,35.96,bank_transfer,France,pierre.dubois@email.com,completed,16
ORD270,CUST8934,2024-04-04,PROD189,Office Chair,Furniture,1,189.50,189.50,credit_card,Spain,carlos.martin@email.com,cancelled,0
ORD271,CUST9102,2024-04-08,PROD678,Mechanical Keyboard,Electronics,1,129.99,129.99,paypal,Spain,laura.sanchez@email.com,completed,28
ORD272,CUST5632,2024-04-12,PROD312,USB-C Cable,Electronics,5,12.99,64.95,credit_card,Italy,giuseppe.rossi@email.com,completed,18
ORD273,CUST1523,2024-04-16,PROD567,Desk Organizer,Stationery,2,24.99,49.98,debit_card,Spain,juan.garcia@email.com,completed,20
ORD274,CUST2891,2024-04-20,PROD089,Desk Lamp,Furniture,1,45.00,45.00,paypal,Spain,maria.lopez@email.com,completed,32
ORD275,CUST7821,2024-04-24,PROD245,Wireless Mouse,Electronics,3,29.99,89.97,credit_card,Germany,hans.mueller@email.com,completed,24
ORD276,CUST4521,2024-04-28,PROD501,Standing Desk,Furniture,1,399.99,399.99,debit_card,Portugal,ana.silva@email.com,completed,76
ORD277,CUST3344,2024-05-03,PROD445,Laptop Stand,Electronics,1,55.00,55.00,bank_transfer,France,pierre.dubois@email.com,completed,26
ORD278,CUST8934,2024-05-07,PROD789,Ergonomic Mouse,Electronics,2,39.99,79.98,credit_card,Spain,carlos.martin@email.com,completed,22
ORD279,CUST9102,2024-05-11,PROD901,Notebook Set,Stationery,5,8.99,44.95,paypal,Spain,laura.sanchez@email.com,completed,14
ORD280,CUST5632,2024-05-15,PROD189,Office Chair,Furniture,1,189.50,189.50,credit_card,Italy,giuseppe.rossi@email.com,completed,68
ORD281,CUST1523,2024-05-19,PROD678,Mechanical Keyboard,Electronics,1,129.99,129.99,debit_card,Spain,juan.garcia@email.com,completed,26
ORD282,CUST2891,2024-05-23,PROD312,USB-C Cable,Electronics,7,12.99,90.93,paypal,Spain,maria.lopez@email.com,completed,18
ORD283,CUST7821,2024-05-27,PROD567,Desk Organizer,Stationery,1,24.99,24.99,credit_card,Germany,hans.mueller@email.com,completed,20
ORD284,CUST4521,2024-05-31,PROD089,Desk Lamp,Furniture,2,45.00,90.00,debit_card,Portugal,ana.silva@email.com,completed,36
ORD285,CUST3344,2024-06-05,PROD245,Wireless Mouse,Electronics,1,29.99,29.99,bank_transfer,France,pierre.dubois@email.com,completed,22
ORD286,CUST8934,2024-06-09,PROD501,Standing Desk,Furniture,1,399.99,399.99,credit_card,Spain,carlos.martin@email.com,completed,72
ORD287,,2024-06-13,PROD445,Laptop Stand,Electronics,2,55.00,110.00,paypal,Netherlands,invalid@email,completed,28
ORD288,CUST9102,2024-06-17,PROD789,Ergonomic Mouse,Electronics,1,39.99,39.99,credit_card,Spain,laura.sanchez@email.com,completed,24
ORD289,CUST5632,2024-06-21,PROD901,Notebook Set,Stationery,3,8.99,26.97,debit_card,Italy,giuseppe.rossi@email.com,completed,16
ORD290,CUST1523,2024-06-25,PROD189,Office Chair,Furniture,1,189.50,189.50,credit_card,Spain,juan.garcia@email.com,completed,64
ORD291,CUST2891,2024-06-29,PROD678,Mechanical Keyboard,Electronics,1,129.99,129.99,paypal,Spain,maria.lopez@email.com,completed,28
ORD292,CUST7821,2024-07-04,PROD312,USB-C Cable,Electronics,6,12.99,77.94,debit_card,Germany,hans.mueller@email.com,completed,18
ORD293,CUST4521,2024-07-08,PROD567,Desk Organizer,Stationery,2,24.99,49.98,credit_card,Portugal,ana.silva@email.com,completed,20
ORD294,CUST3344,2024-07-12,PROD089,Desk Lamp,Furniture,1,45.00,45.00,bank_transfer,France,pierre.dubois@email.com,completed,32
ORD295,CUST8934,2024-07-16,PROD245,Wireless Mouse,Electronics,2,29.99,59.98,paypal,Spain,carlos.martin@email.com,completed,24
ORD296,CUST9102,2024-07-20,PROD501,Standing Desk,Furniture,1,399.99,399.99,credit_card,Spain,laura.sanchez@email.com,shipped,60
ORD297,CUST5632,2024-07-24,PROD445,Laptop Stand,Electronics,1,55.00,55.00,debit_card,Italy,giuseppe.rossi@email.com,completed,26
ORD298,CUST1523,2024-07-28,PROD789,Ergonomic Mouse,Electronics,2,39.99,79.98,credit_card,Spain,juan.garcia@email.com,completed,22
ORD299,CUST2891,2024-08-02,PROD901,Notebook Set,Stationery,4,8.99,35.96,paypal,Spain,maria.lopez@email.com,completed,14
ORD300,CUST7821,2024-08-06,PROD189,Office Chair,Furniture,1,189.50,189.50,credit_card,Germany,hans.mueller@email.com,completed,68
ORD301,CUST4521,2024-08-10,PROD678,Mechanical Keyboard,Electronics,1,129.99,129.99,debit_card,Portugal,ana.silva@email.com,completed,26
ORD302,CUST3344,2024-08-14,PROD312,USB-C Cable,Electronics,8,12.99,103.92,bank_transfer,France,pierre.dubois@email.com,completed,18
ORD303,CUST8934,2024-08-18,PROD567,Desk Organizer,Stationery,1,24.99,24.99,credit_card,Spain,carlos.martin@email.com,completed,20
ORD304,CUST9102,2024-08-22,PROD089,Desk Lamp,Furniture,2,45.00,90.00,paypal,Spain,laura.sanchez@email.com,completed,36
ORD305,CUST5632,2024-08-26,PROD245,Wireless Mouse,Electronics,1,29.99,29.99,credit_card,Italy,giuseppe.rossi@email.com,completed,22
ORD306,CUST1523,2024-08-30,PROD501,Standing Desk,Furniture,1,399.99,399.99,debit_card,Spain,juan.garcia@email.com,completed,80
ORD307,CUST2891,2024-09-04,PROD445,Laptop Stand,Electronics,2,55.00,110.00,paypal,Spain,maria.lopez@email.com,completed,28
ORD308,CUST7821,2024-09-08,PROD789,Ergonomic Mouse,Electronics,1,39.99,39.99,credit_card,Germany,hans.mueller@email.com,completed,24
ORD309,CUST4521,2024-09-12,PROD901,Notebook Set,Stationery,3,8.99,26.97,debit_card,Portugal,ana.silva@email.com,completed,16
ORD310,CUST3344,2024-09-16,PROD189,Office Chair,Furniture,1,189.50,189.50,bank_transfer,France,pierre.dubois@email.com,completed,64
ORD311,CUST8934,2024-09-20,PROD678,Mechanical Keyboard,Electronics,1,129.99,129.99,credit_card,Spain,carlos.martin@email.com,completed,28
ORD312,CUST9102,2024-09-24,PROD312,USB-C Cable,Electronics,5,12.99,64.95,paypal,Spain,laura.sanchez@email.com,completed,18
ORD313,CUST5632,2024-09-28,PROD567,Desk Organizer,Stationery,2,24.99,49.98,credit_card,Italy,giuseppe.rossi@email.com,completed,20
ORD314,CUST1523,2024-10-03,PROD089,Desk Lamp,Furniture,1,45.00,45.00,debit_card,Spain,juan.garcia@email.com,completed,34
ORD315,CUST2891,2024-10-07,PROD245,Wireless Mouse,Electronics,3,29.99,89.97,paypal,Spain,maria.lopez@email.com,completed,24
ORD316,CUST7821,2024-10-11,PROD501,Standing Desk,Furniture,1,399.99,399.99,credit_card,Germany,hans.mueller@email.com,completed,76
ORD317,CUST4521,2024-10-15,PROD445,Laptop Stand,Electronics,1,55.00,55.00,debit_card,Portugal,ana.silva@email.com,completed,26
ORD318,CUST3344,2024-10-19,PROD789,Ergonomic Mouse,Electronics,2,39.99,79.98,bank_transfer,France,pierre.dubois@email.com,completed,22
ORD319,CUST8934,2024-10-23,PROD901,Notebook Set,Stationery,5,8.99,44.95,credit_card,Spain,carlos.martin@email.com,completed,14
ORD320,CUST9102,2024-10-27,PROD189,Office Chair,Furniture,1,189.50,189.50,paypal,Spain,laura.sanchez@email.com,pending,0
ORD321,CUST5632,2024-10-31,PROD678,Mechanical Keyboard,Electronics,1,129.99,129.99,credit_card,Italy,giuseppe.rossi@email.com,completed,28
ORD322,CUST1523,2024-11-05,PROD312,USB-C Cable,Electronics,4,12.99,51.96,debit_card,Spain,juan.garcia@email.com,completed,18
ORD323,CUST2891,2024-11-09,PROD567,Desk Organizer,Stationery,1,24.99,24.99,paypal,Spain,maria.lopez@email.com,completed,20
ORD324,CUST7821,2024-11-13,PROD089,Desk Lamp,Furniture,2,45.00,90.00,credit_card,Germany,hans.mueller@email.com,completed,36
ORD325,CUST4521,2024-11-17,PROD245,Wireless Mouse,Electronics,1,29.99,29.99,debit_card,Portugal,ana.silva@email.com,completed,22
ORD326,CUST3344,2024-11-21,PROD501,Standing Desk,Furniture,1,399.99,399.99,bank_transfer,France,pierre.dubois@email.com,completed,72
ORD327,CUST8934,2024-11-24,PROD445,Laptop Stand,Electronics,2,55.00,110.00,credit_card,Spain,carlos.martin@email.com,completed,28
ORD328,CUST9102,2024-11-27,PROD789,Ergonomic Mouse,Electronics,1,39.99,39.99,paypal,Spain,laura.sanchez@email.com,completed,24
ORD329,CUST5632,2024-11-29,PROD901,Notebook Set,Stationery,3,8.99,26.97,credit_card,Italy,giuseppe.rossi@email.com,completed,16
ORD330,CUST1523,2024-12-01,PROD189,Office Chair,Furniture,1,189.50,189.50,debit_card,Spain,juan.garcia@email.com,completed,68
ORD331,CUST2891,2024-12-04,PROD678,Mechanical Keyboard,Electronics,1,129.99,129.99,paypal,Spain,maria.lopez@email.com,completed,26
ORD332,CUST7821,2024-12-06,PROD312,USB-C Cable,Electronics,7,12.99,90.93,credit_card,Germany,hans.mueller@email.com,completed,18
ORD333,CUST4521,2024-12-08,PROD567,Desk Organizer,Stationery,2,24.99,49.98,debit_card,Portugal,ana.silva@email.com,completed,20
ORD334,CUST3344,2024-12-11,PROD089,Desk Lamp,Furniture,1,45.00,45.00,bank_transfer,France,pierre.dubois@email.com,completed,32
ORD335,CUST8934,2024-12-14,PROD245,Wireless Mouse,Electronics,2,29.99,59.98,credit_card,Spain,carlos.martin@email.com,completed,24
ORD336,CUST9102,2024-12-16,PROD501,Standing Desk,Furniture,1,399.99,399.99,paypal,Spain,laura.sanchez@email.com,completed,80
ORD337,CUST5632,2024-12-18,PROD445,Laptop Stand,Electronics,1,55.00,55.00,credit_card,Italy,giuseppe.rossi@email.com,completed,26
ORD338,CUST1523,2024-12-21,PROD789,Ergonomic Mouse,Electronics,2,39.99,79.98,debit_card,Spain,juan.garcia@email.com,completed,22
ORD339,CUST2891,2024-12-24,PROD901,Notebook Set,Stationery,4,8.99,35.96,paypal,Spain,maria.lopez@email.com,completed,14
ORD340,CUST7821,2024-12-27,PROD189,Office Chair,Furniture,1,189.50,189.50,credit_card,Germany,hans.mueller@email.com,shipped,48
ORD341,CUST4521,2024-12-30,PROD678,Mechanical Keyboard,Electronics,1,129.99,129.99,debit_card,Portugal,ana.silva@email.com,completed,28
ORD342,,2024-02-04,PROD312,USB-C Cable,Electronics,6,12.99,77.94,credit_card,Belgium,,completed,18
ORD343,CUST3344,2024-03-08,PROD567,Desk Organizer,Stationery,1,24.99,24.99,bank_transfer,France,pierre.dubois@email.com,completed,20
ORD344,CUST8934,2024-04-11,PROD089,Desk Lamp,Furniture,2,45.00,90.00,paypal,Spain,carlos.martin@email.com,completed,36
ORD345,CUST9102,2024-05-15,PROD245,Wireless Mouse,Electronics,1,29.99,29.99,credit_card,Spain,laura.sanchez@email.com,completed,22
ORD346,CUST5632,2024-06-18,PROD501,Standing Desk,Furniture,1,399.99,399.99,debit_card,Italy,giuseppe.rossi@email.com,completed,76
ORD347,CUST1523,2024-07-22,PROD445,Laptop Stand,Electronics,2,55.00,110.00,credit_card,Spain,juan.garcia@email.com,completed,28
ORD348,CUST2891,2024-08-26,PROD789,Ergonomic Mouse,Electronics,1,39.99,39.99,paypal,Spain,maria.lopez@email.com,completed,24
ORD349,CUST7821,2024-09-30,PROD901,Notebook Set,Stationery,5,8.99,44.95,credit_card,Germany,hans.mueller@email.com,completed,16
ORD350,CUST4521,2024-11-01,PROD189,Office Chair,Furniture,1,189.50,189.50,debit_card,Portugal,ana.silva@email.com,completed,64
ORD351,CUST3344,2024-12-05,PROD678,Mechanical Keyboard,Electronics,1,129.99,129.99,bank_transfer,France,pierre.dubois@email.com,completed,26
ORD352,CUST8934,2024-01-09,PROD312,USB-C Cable,Electronics,5,12.99,64.95,credit_card,Spain,carlos.martin@email.com,completed,18
ORD353,CUST9102,2024-02-12,PROD567,Desk Organizer,Stationery,2,24.99,49.98,paypal,Spain,laura.sanchez@email.com,completed,20
ORD354,CUST5632,2024-03-16,PROD089,Desk Lamp,Furniture,1,45.00,45.00,credit_card,Italy,giuseppe.rossi@email.com,completed,34
ORD355,CUST1523,2024-04-19,PROD245,Wireless Mouse,Electronics,3,29.99,89.97,debit_card,Spain,juan.garcia@email.com,completed,24
ORD356,CUST2891,2024-05-23,PROD501,Standing Desk,Furniture,1,399.99,399.99,paypal,Spain,maria.lopez@email.com,completed,72
ORD357,CUST7821,2024-06-27,PROD445,Laptop Stand,Electronics,1,55.00,55.00,credit_card,Germany,hans.mueller@email.com,completed,26
ORD358,CUST4521,2024-07-31,PROD789,Ergonomic Mouse,Electronics,2,39.99,79.98,debit_card,Portugal,ana.silva@email.com,completed,22
ORD359,CUST3344,2024-09-02,PROD901,Notebook Set,Stationery,3,8.99,26.97,bank_transfer,France,pierre.dubois@email.com,completed,14
ORD360,CUST8934,2024-10-05,PROD189,Office Chair,Furniture,1,189.50,189.50,credit_card,Spain,carlos.martin@email.com,completed,68
ORD361,CUST9102,2024-11-08,PROD678,Mechanical Keyboard,Electronics,1,129.99,129.99,paypal,Spain,laura.sanchez@email.com,completed,28
ORD362,CUST5632,2024-12-10,PROD312,USB-C Cable,Electronics,4,12.99,51.96,credit_card,Italy,giuseppe.rossi@email.com,completed,18
ORD363,CUST1523,2024-01-14,PROD567,Desk Organizer,Stationery,1,24.99,24.99,debit_card,Spain,juan.garcia@email.com,completed,20
ORD364,CUST2891,2024-02-18,PROD089,Desk Lamp,Furniture,2,45.00,90.00,paypal,Spain,maria.lopez@email.com,completed,36
ORD365,CUST7821,2024-03-23,PROD245,Wireless Mouse,Electronics,1,29.99,29.99,credit_card,Germany,hans.mueller@email.com,completed,22
ORD366,CUST4521,2024-04-26,PROD501,Standing Desk,Furniture,1,399.99,399.99,debit_card,Portugal,ana.silva@email.com,shipped,64
ORD367,CUST3344,2024-05-29,PROD445,Laptop Stand,Electronics,2,55.00,110.00,bank_transfer,France,pierre.dubois@email.com,completed,28
ORD368,CUST8934,2024-07-02,PROD789,Ergonomic Mouse,Electronics,1,39.99,39.99,credit_card,Spain,carlos.martin@email.com,completed,24
ORD369,CUST9102,2024-08-05,PROD901,Notebook Set,Stationery,4,8.99,35.96,paypal,Spain,laura.sanchez@email.com,completed,16
ORD370,CUST5632,2024-09-09,PROD189,Office Chair,Furniture,1,189.50,189.50,credit_card,Italy,giuseppe.rossi@email.com,completed,64
ORD371,CUST1523,2024-10-12,PROD678,Mechanical Keyboard,Electronics,1,129.99,129.99,debit_card,Spain,juan.garcia@email.com,completed,26
ORD372,CUST2891,2024-11-15,PROD312,USB-C Cable,Electronics,6,12.99,77.94,paypal,Spain,maria.lopez@email.com,completed,18
ORD373,CUST7821,2024-12-18,PROD567,Desk Organizer,Stationery,2,24.99,49.98,credit_card,Germany,hans.mueller@email.com,completed,20
ORD374,CUST4521,2024-01-22,PROD089,Desk Lamp,Furniture,1,45.00,45.00,debit_card,Portugal,ana.silva@email.com,completed,32
ORD375,CUST3344,2024-02-25,PROD245,Wireless Mouse,Electronics,2,29.99,59.98,bank_transfer,France,pierre.dubois@email.com,completed,24
ORD376,CUST8934,2024-03-28,PROD501,Standing Desk,Furniture,1,399.99,399.99,credit_card,Spain,carlos.martin@email.com,completed,80
ORD377,CUST9102,2024-05-01,PROD445,Laptop Stand,Electronics,1,55.00,55.00,paypal,Spain,laura.sanchez@email.com,completed,26
ORD378,CUST5632,2024-06-04,PROD789,Ergonomic Mouse,Electronics,2,39.99,79.98,credit_card,Italy,giuseppe.rossi@email.com,completed,22
ORD379,CUST1523,2024-07-08,PROD901,Notebook Set,Stationery,3,8.99,26.97,debit_card,Spain,juan.garcia@email.com,completed,14
ORD380,CUST2891,2024-08-12,PROD189,Office Chair,Furniture,1,189.50,189.50,paypal,Spain,maria.lopez@email.com,completed,68
